,Course ID,Subject,Catalog,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Descr,Key,Faculty,Department,Program,Degree,Website
1152,36193,CEDP,150,ADOBE INDESIGN I,20.0,REG,Regular,,CCCE,CE 106M = CEDP 150,"*VID*
*KEYB*
In Graphic Design I and II, you learn the fundamentals of graphic design. 
But how do you apply that knowledge when it comes time to create a document with numerous pages and differing layouts? You guessed it: with Adobe InDesign. This leading-edge software package is poised to become a standard in desktop publishing as it smoothly integrates Illustrator, Photoshop and Acrobat, enabling you to create professional-quality page layouts. In this course, you'll gain the knowledge and skills to produce a variety of documents like magazine layouts, pamphlets and brochures.
*CNT*
This course is a great way to help you:
?	Learn how to integrate text and graphics;
?	Gain skills using style sheets to create multi-page documents;
?	Understand how to work with layers to produce print documents;
?	Learn how to produce pamphlets, brochures and magazine layouts;
?	Broaden your horizons in graphic arts fields.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.",,,,,,
1153,36194,CEDP,155,Intro to Adobe Illustrator,20.0,REG,Regular,,CCCE,CE 103M = CEDP 155,"*VID*
*KEYB*
It's pretty obvious: clip art doesn't cut it anymore. If you want to work in advertising, website design, graphic arts or any number of visually creative fields, you have to know Adobe Illustrator. And this is the place to start. You'll learn how to use the latest drawing tools, professional colour and type controls to experiment freely and render your ideas quickly and intuitively using the most powerful computers and the most recent versions of Adobe's software. If you can imagine it, you'll soon be able to express it on screen or paper. This is the first of two courses that will open the doors to a career in graphic arts or simply open your imagination to a world of visual possibilities.
*CNT*
This course is a great way to help you:
?	Learn the basics of Adobe Illustrator;
?	Familiarize yourself with industry-standard drawing tools, type and colour controls;
?	Increase your ability to express yourself creatively in a digital medium.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.",,,,,,
1154,36195,CEDP,170,WEB DESIGN I ON THE MAC,20.0,REG,Regular,,CCCE,CE 109M = CEDP 170,"*VID*
*KEYB*
It's not enough for a website to work. It has to flow properly and look great, too. In this, the first of two web design courses, you'll learn the basic concepts of website design. First, you'll learn how to code in HTML, which is awesomely geeky. Then you'll move on to code-editing features and learn how to style your pages using CSS. This is a very hands-on course that prepares you for course II and your eventual career in worldwide web wizardry.
*CNT*
This course is a great way to help you:
?	Create basic websites;
?	Learn how to create web pages in HTML, CSS, HTML5 and FTP;
?	Gain a solid knowledge of code view.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.",,,,,,
1155,36197,CEDP,210,GRAPHIC DESIGN II,20.0,REG,Regular,You must first complete CEDP 110,CCCE,CE 2741 = CEDP 210,"*VID*
*KEYB*
In CEDP 110, you learned the fundamentals of graphic design, layout, typography, colour and visual identity. In this course, you'll dig a little deeper, learning about branding strategies and acquiring some of the practical tools you'll need to work in advertising and communications. Project-based sessions will help you explore the power of branding and corporate identity applied through diverse media. You'll get the opportunity to experiment with the creative process from briefing to production. All work will be computer-based and will cover an exciting array of graphic applications from logos and brochures to websites and motion graphics.
*CNT*
This course is a great way to help you:
?	Identify and understand the fundamentals of branding strategies;
?	Apply the practical tools needed in advertising and communications;
?	Develop a critical thinking method and apply it to visual communication;
?	Design visual elements to serve a specific message;
?	Create visual identities;
?	Design graphics for diverse media and advertising materials.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Students who completed CEDP 110 and want to continue their studies.
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.",,,,,,
1156,36199,CEDP,250,ADOBE INDESIGN II,20.0,REG,Regular,You must first complete CEDP 150,CCCE,CE 116M = CEDP 250,"*VID*
*KEYB*
In this course, the follow-up to Adobe InDesign I, you'll continue to learn the fundamentals of desktop publishing using the very latest, most powerful equipment and Adobe's impressive software suite. You'll apply that learning in concrete projects involving the design and creation of multi-page print documents such as magazine layouts, pamphlets, brochures, annual reports and more. This is the second of three courses, which will serve as solid preparation for your future employment in the fast-paced world of graphic arts or advertising.
*CNT*
This course is a great way to help you:
?	Prepare complex documents with multiple pages;
?	Use advanced typographic options;
?	Apply tools to create a table of content, a book and an index;
?	Learn basic pre-press notions to apply through the InDesign interface;
?	Integrate design and page layout techniques to produce professional-quality documents.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Students who completed Adobe InDesign I and want to continue their studies.
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.",,,,,,
1157,36200,CEDP,255,ADOBE ILLUSTRATOR - PERFECTING YOUR SKILLS,20.0,REG,Regular,You must first complete CEDP 155,CCCE,CE 113M = CEDP 255,"*VID*
*KEYB*
In course I, you learned the basics. This course is your chance to learn some more advanced tools and techniques and really develop your creative flair using Adobe Illustrator. Among lots of other awesome things, you'll learn how to create illustrations, text effects and line art. Then you'll dive into some more detailed features like gradient meshes, live trace, live colour and advanced drawing techniques?all taught by an experienced graphic design professional. By the end of this course, you'll be able to take your place in a wide variety of creative fields and set your imagination free. How cool is that!
*CNT*
This course is a great way to help you:
?	Review the fundamentals of Adobe Illustrator;
?	Develop your skill at creating illustrations, text effects and line art;
?	Familiarize yourself with more advanced features;
?	Improve your digital drawing techniques;
?	Increase your ability to express yourself creatively in a digital medium.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Students who completed CEDP 155 and want to continue their studies.
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.",,,,,,
1158,36203,CEDP,270,WEB DESIGN II ON THE MAC,20.0,REG,Regular,You must first complete CEDP 170,CCCE,CE 119M = CEDP 270,"*VID*
*KEYB*
You made it through the first course and you're hungry for more. Sweet. This time, you'll learn some more advanced concepts of web-page design, including cascading style sheets, Java script, CSS3, jQuery and layout design for the web. You'll learn the theory behind well-designed web pages and you'll have plenty of opportunity to use those concepts, theories and skills to create compelling websites of your own. When you successfully complete this course, and we're confident you will, you'll be ready to get out there and wow the web world.
*CNT*
This course is a great way to help you:
?	Learn the basics of HTML5, CSS3, jQuery and Java script;
?	Become familiar with animation, web fonts and advanced form elements;
?	Use media queries to create websites for desktop and mobile platforms.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Students who completed CEDP 170 and want to continue their studies.
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.",,,,,,
1159,36206,CEDP,365,USER INTERFACE DESIGN WITH ADOBE PHOTOSHOP,20.0,REG,Regular,You must first complete CEPH219,CCCE,,"*VID*
*KEYB*
Ever had trouble navigating a website? Felt lost as you moved from section to section and just left the site out of frustration? We all have. Chances are, the designers of those sites didn't have much experience with User Interface Design, also known as GUI. In this course, you'll be introduced to the basics of GUI and User Experience (UX). You'll be using Photoshop to prepare interface design for website creation and mock-ups and for mobile interfaces. You'll also examine screen-based image optimization and page layout techniques in detail. So, hopefully, people navigate your sites with smiles on their faces.
*CNT*
This course is a great way to help you:
?	Create graphic user interfaces with Photoshop;
?	Optimize graphics for web publication;
?	Understand and apply user experience design;
?	Prepare UX designs for websites, tablets, phones, watches and TVs.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Anyone who wants to learn the fundamentals of user interface design or desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.",,,,,,
1160,36207,CEDP,380,ADOBE INDESIGN III : DIGITAL PUBLICATION,20.0,REG,Regular,You must first complete CEDP 250,CCCE,,"*VID*
*KEYB*
This 20-hour course is the third and final course in the InDesign program and its core focus is digital. Here, you'll hone your skills while learning how to create publications for mobile devices like smart phones and tablets. You'll take advantage of the enhanced digital publishing workflow offered in Creative Cloud to add interactivity, screen-size reflow, audio and video, as well as eBook designing and interactive pdf solutions for web clients. Today, everything's going digital and if you don't want to get left behind, this course is for you.
*CNT*
This course is a great way to help you:
?	Understand the market shift from conventional print books to digital electronic publications;
?	Understand the different formats, screen sizes and requirements for mobile devices;
?	Convert regular book publications to digital formats;
?	Add interactivity to e-publications.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Students who completed Adobe InDesign II and want to continue their studies.
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.",,,,,,
1161,50275,CEDP,400,UX,100.0,REG,Regular,,CCCE,,"*VID*
*KEYB*
 
*CNT*

 
*APP*
 
*WHO*",,,,,,
1162,50284,CEDP,100,VISUAL DESIGN & BRANDING,40.0,REG,Regular,,CCCE,,"*VID*
*KEYB*
Graphic design has immense power to persuade. Logos, posters, print ads, websites, no matter what the medium, if the graphics aren't spot on you won't hit your target market. And that's the name of the game. In this course, you'll get acquainted with the fundamentals of graphic communication and design. You?ll learn about layout, typography, colour, and visual identity. You?ll also dig a little deeper and learn about branding strategies and acquiring some of the practical tools you?ll need to work in advertising and communications. Project-based sessions will teach you techniques to help visualize and develop your ideas and explore the power of branding and corporate identity applied through diverse media. All work will be computer-based and will cover an exciting array of graphic applications.
*CNT*
This course is a great way to help you:
?	Understand the fundamentals of graphic communication, design, and branding strategies 
?	Apply the appropriate work method adapted to media strategy and proper target audience
?	Understand the power of color, type and image applied to a specific medium
?	Apply design content with a clear understanding of technical media specifications
?	Design visual elements to serve a specific message
?	Create visual identities 
?	Design graphics for diverse media and advertising materials
?	Prepare a design brief and contract
?	Develop a critical thinking method and apply it to visual communication.  
?	Create portfolio worthy projects.
*APP*
In this course, you will learn directly from industry professionals who will share the latest industry insights and challenge you with real-world problems. More excitingly, you?ll learn through hands-on projects using the very latest software. Did we mention that your projects will be transferred into ready-to-go portfolio pieces? This course is designed for the students to meet regularly during live synchronous learning in an online virtual classroom (Zoom).  
*WHO*
? Anyone who wants to learn the fundamentals of desktop publishing.
? Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
? Anyone interested in updating their professional portfolio with the latest design trends.
? Students looking onward to an academic path in design.
? Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
? Small business owners or association members who manage their own communications.
? Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.",,,,,,
1163,50285,CEDP,200,ADOBE ILLUSTRATOR,40.0,REG,Regular,,CCCE,,"*VID*
*KEYB*
It's pretty obvious: clip art doesn't cut it anymore. If you want to work in advertising, website design, graphic arts or any number of visually creative fields, you have to know Adobe Illustrator. You'll learn how to use the latest drawing tools, professional colour and type controls to experiment freely and render your ideas quickly and intuitively using the most powerful computers and the most recent versions of Adobe's software. This is also your chance to learn some more advanced tools and techniques to create illustrations, text effects, and line art. You?ll even dive into more detailed features like gradient meshes, live trace, live colour and advanced drawing techniques ? all taught by an experienced graphic design professional. By the end of this course, you will really develop your creative flair using Adobe Illustrator.
*CNT*
This course is a great way to help you:
?	Learn the basic and more advanced features of Adobe Illustrator
?	Familiarize yourself with industry-standard digital drawing tools and techniques, type and colour controls
?	Develop your skill at creating illustrations, text effects and line art
?	Increase your ability to express yourself creatively in a digital medium
?	Create portfolio worthy illustrated work.
?	Create corporate identities, logos and icons.
*APP*
In this course, you will learn directly from industry professionals who will share the latest industry insights and challenge you with real-world problems. More excitingly, you?ll learn through hands-on projects using the very latest software. Did we mention that your projects will be transferred into ready-to-go portfolio pieces? This course is designed for the students to meet regularly during live synchronous learning in an online virtual classroom (Zoom).  
*WHO*
? Anyone who wants to learn the fundamentals of desktop publishing.
? Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
? Anyone interested in updating their professional portfolio with the latest design trends.
? Students looking onward to an academic path in design.
? Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
? Small business owners or association members who manage their own communications.
? Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.",,,,,,
1164,50286,CEDP,350,ADOBE INDESIGN,40.0,REG,Regular,,CCCE,,"*VID*
*KEYB*
In this course you learn to apply the fundamentals of graphic design to create a document with numerous pages and differing layouts with Adobe InDesign. The smooth integration of Illustrator, Photoshop, and Acrobat enables you to create professional-quality page layouts. You?ll apply what you learned in concrete projects to produce a variety of documents like magazine layouts, pamphlets, brochures, annual reports and more. You?ll also dive into the digital world to create publications for mobile devices like smart phones and tablets by adding interactivity, using screen-size reflow, adding audio and video, as well as designing eBooks and interactive pdf solutions for web clients. By the end of this course, you?ll have a solid preparation for your future employment in the fast-paced world of graphic arts or advertising. 
*CNT*
This course is a great way to help you:
?	Learn how to integrate text, graphics, design, and page layout techniques to produce professional quality documents
?	Prepare complex multiple-page documents using style sheets 
?	Understand how to work with layers to produce print documents including pamphlets, brochures, and magazine layouts
?	Use advanced typographic options
?	Learn basic pre-press notions to apply through the InDesign interface
?	Understand the different formats, screen sizes and requirements for mobile devices
?	Convert print publications to digital formats
?	Add interactivity to e-publications
*APP*
In this course, you will learn directly from industry professionals who will share the latest industry insights and challenge you with real-world problems. More excitingly, you?ll learn through hands-on projects using the very latest software. Did we mention that your projects will be transferred into ready-to-go portfolio pieces? This course is designed for the students to meet regularly during live synchronous learning in an online virtual classroom (Zoom).  
*WHO*
? Anyone who wants to learn the fundamentals of desktop publishing.
? Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
? Anyone interested in updating their professional portfolio with the latest design trends.
? Students looking onward to an academic path in design.
? Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
? Small business owners or association members who manage their own communications.
? Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.",,,,,,
1165,50287,CEDP,300,WEB DESIGN,40.0,REG,Regular,,CCCE,,"*VID*
*KEYB*
It's not enough for a website to work. It has to flow properly and look great, too. In this course, you?ll learn basic and advanced concepts of website design and you?ll have plenty of opportunities to use those concepts to create compelling websites of your own. First, you'll learn how to code in HTML, which is awesomely geeky. Then you'll move on to code-editing features and learn how to style your pages using CSS. Finally, you'll learn some more advanced concepts of web-page design, including cascading style sheets, Java script, CSS3, jQuery and layout design for the web. When you successfully complete this course, and we're confident you will, you'll be ready to get out there and wow the web world.
*CNT*
This course is a great way to help you:
?	Create basic websites
?	Learn how to create web pages in HTML, CSS, HTML5 and FTP
?	Gain a solid knowledge of code view
?	Learn the basics of HTML5, CSS3, and Java script
?	Become familiar with animation, web fonts and advanced form elements
?	Use media queries to create websites for desktop and mobile platforms
?	Become familiar with online portfolio design and structure.
?	Manage online files with the FTP protocol.
*APP*
In this course, you will learn directly from industry professionals who will share the latest industry insights and challenge you with real-world problems. More excitingly, you?ll learn through hands-on projects using the very latest software. Did we mention that your projects will be transferred into ready-to-go portfolio pieces? This course is designed for the students to meet regularly during live synchronous learning in an online virtual classroom (Zoom).  
*WHO*
? Anyone who wants to learn the fundamentals of desktop publishing.
? Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
? Anyone interested in updating their professional portfolio with the latest design trends.
? Students looking onward to an academic path in design.
? Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
? Small business owners or association members who manage their own communications.
? Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.",,,,,,
1166,50288,CEDP,410,INTRO TO UX/UI,40.0,REG,Regular,,CCCE,,"*VID*
*KEYB*
Ever had trouble navigating a website? Felt lost as you moved from section to section and just left the site out of frustration? We all have. Chances are, the designers of those sites didn't have much experience with User Experience and User Interface Design, also known as GUI. In this course, you'll be introduced to the basics of GUI and User Experience (UX). You'll be preparing interface designs for website creation and mock-ups and for mobile interfaces. You'll also examine screen-based image optimization and page layout techniques in detail. So, hopefully, people navigate your sites with smiles on their faces.
*CNT*
This course is a great way to help you:
?	Create graphic user interfaces 
?	Optimize graphics for web publication
?	Understand and apply user experience design
?	Prepare UX designs for websites, tablets, phones, watches and TVs

*APP*
In this course, you will learn directly from industry professionals who will share the latest industry insights and challenge you with real-world problems. More excitingly, you?ll learn through hands-on projects using the very latest software. Did we mention that your projects will be transferred into ready-to-go portfolio pieces? This course is designed for the students to meet regularly during live synchronous learning in an online virtual classroom (Zoom).  
*WHO*
? Anyone who wants to learn the fundamentals of desktop publishing.
? Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
? Anyone interested in updating their professional portfolio with the latest design trends.
? Students looking onward to an academic path in design.
? Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
? Small business owners or association members who manage their own communications.
? Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.",,,,,,
1167,36236,CEEI,510,ENGLISH INTENSIVE INTERMEDIATE ONE,260.0,REG,Regular,Must have applied and been accepted into the Intensive English Language Program -- Must have completed course CEEI 410,CCCE,CE E205 = CEEI 510,"*VID*
*KEYB*
<b>Media Radar.</b>
At this point, you probably understand most English texts and you feel comfortable communicating in a variety of situations both in and outside the classroom. This course will go further, to help you develop your speaking skills in group discussions on topics of general interest and current events. You'll also be watching current media content and the news as the stimulus for short writing projects that will help you sharpen your view of the future and feel more confident as an English speaker. How does that sound?
*CNT*
This course is a great way to help you:
?	Improve your active listening skills;
?	Increase your ability to speak with ease and confidence;
?	Communicate spontaneously outside the classroom;
?	Speak about a topic or give an opinion with explanations;
?	Construct sentences with correct word order, spelling and punctuation;
?	Write short essays with well-organized paragraphs;
?	Gain confidence living and working in English;
?	Broaden your academic, social and professional horizons; 
?	Have the intercultural experience of a lifetime;
?	Work towards meeting the language-proficiency requirements to enter Concordia University.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living in English.
*WHO*
?	Intermediate-level speakers who want to improve their English.
?	Students who want to work towards their certificate of proficiency.
?	Students who want to go on to university in North America.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the English culture in Canada.
*ADD*
A placement test will be given prior to registration to ensure you end up in the course that's right for you.
The program is offered 4 times a year (Fall, Winter, Spring and Summer)",,,,,,
1168,36239,CEEI,610,ENGLISH INTENSIVE INTERMEDIATE TWO,260.0,REG,Regular,Must have applied and been accepted into the Intensive English Language Program -- Must have completed course CEEI 510,CCCE,CE E206 = CEEI 610,"*VID*
*KEYB*
<b>Global Citizenship.</b>
This course is your first major step towards competency in academic or professional English. Here, you'll examine social and cultural issues. You'll step outside the classroom to conduct surveys. And you'll use input from sources like the TED talks to do research and conduct discussions and presentations on topics such as addiction, health, workplace issues and more. If you want to further your studies in university or simply further your life in a professional field, this course is a must.
*CNT*
This course is a great way to help you:
?	Refine your English to succeed in university or the workplace;
?	Discuss topics of current interest in a thoughtful manner;
?	Communicate spontaneously in a variety of contexts outside the classroom;
?	Construct sentences with correct word order, spelling and punctuation;
?	Write short essays with well-developed, well-organized paragraphs;
?	Gain confidence living and working in English;
?	Broaden your academic, social and professional horizons;
?	Have the intercultural experience of a lifetime;
?	Work towards meeting the language-proficiency requirements to enter Concordia University.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living in English. 
*WHO*
?	High-intermediate speakers who want to improve their English.
?	Students who want to work towards their certificate of proficiency.
?	Students who want to go on to university in North America.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the English culture in Canada.
*ADD*
A placement test will be given prior to registration to ensure you end up in the course that's right for you.
The program is offered 4 times a year (Fall, Winter, Spring and Summer)",,,,,,
1169,36242,CEEI,710,ENGLISH INTENSIVE ADVANCED ONE,260.0,REG,Regular,Must have applied and been accepted into the Intensive English Language Program -- Must have completed course CEEI 610,CCCE,CE E207 = CEEI 710,"*VID*
*KEYB*
<b>Relate and Debate.</b>
You now have a strong foundation in listening, speaking, reading and writing. You're also quite comfortable with challenging topics and material. But you're not going to stop now, are you? Good, because it's time to get down to business. This course focuses on lively debates and persuasion through individual and panel presentations. You'll conduct interviews outside the classroom then present your findings in class. You'll study topics related to the workplace, education and community, refining the skills you'll need to function in a university or professional setting. The Advanced One Course will be a breakthrough in understanding the role English will play in your life and career. It's also the last step in your preparation for your last course and your certificate of competency. 
*CNT*
This course is a great way to help you:
?	Develop critical listening skills and strategies in a real-world context;
?	Speak with fluency and clarity on a variety of academic and professional topics;
?	Construct sentences with correct word order, spelling and punctuation;
?	Write short essays with well-developed, well-organized paragraphs;
?	Gain confidence living and working in English;
?	Broaden your academic, social and professional horizons; 
?	Have the intercultural experience of a lifetime;
?	Work towards meeting the language-proficiency requirements to enter Concordia University.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living in English. 
*WHO*
?	Advanced speakers who want to improve their English.
?	Students who want to work towards their certificate of proficiency.
?	Students who want to go on to university in North America.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the English culture in Canada.
*ADD*
A placement test will be given prior to registration to ensure you end up in the course that's right for you.
The program is offered 4 times a year (Fall, Winter, Spring and Summer)",,,,,,
1170,36245,CEEI,810,INTENSIVE ENGLISH: ADVANCED TWO,260.0,REG,Regular,Must have applied and been accepted into the Intensive English Language Program -- Must have completed course EEI 710,CCCE,CE E208 = CEEI 810,"*VID*
*KEYB*
<b>On Top of Your Game.</b>
At this level, you're quite proficient in English and want to go to university. Or perhaps you simply want to enhance your professional potential. Either way, this course if for you. Here, you'll read a contemporary Canadian novel and work on a related in-depth project. You'll conduct library research, write a research paper and make a formal presentation before the class. Individual attention from your teacher will help you develop your critical thinking skills as you gain confidence and independence in your academic ability. Then, at the end of the class, you'll celebrate with your classmates who, like you, will have earned their language-proficiency requirements for university entrance. Congratulations.
*CNT*
This course is a great way to help you:
?	Develop  critical listening skills and strategies in a real-world context;
?	Develop your library and research skills for university or the workplace;
?	Speak with fluency and clarity on a variety of in-depth social, academic and professional topics;
?	Construct complex, compound sentences with correct word order, spelling and punctuation;
?	Employ appropriate expressions and transitions in writing and speech;
?	Gain confidence living and working in English;
?	Broaden your academic, social and professional horizons; 
?	Have the intercultural experience of a lifetime;
?	Meet the language-proficiency requirements to enter Concordia University.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living in English.
*WHO*
?	High-advanced speakers who want to improve their English.
?	Students who want to work towards their certificate of proficiency.
?	Students who want to go on to university in North America.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the English culture in Canada.
*ADD*
A placement test will be given prior to registration to ensure you end up in the course that's right for you.
The program is offered 4 times a year (Fall, Winter, Spring and Summer)",,,,,,
